id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
1926664,2021-02-24,Köhnə tikili,5 / 5,54 m²,2,var,82 000AZN,vasitəçi (agent),"Ağa Neymətulla küçəsində, keçmiş Nərimanov Məhkəməsinin və “Bazar Store”nin yanında, daş bina, eksperimental layihəli , 2 otaqlı mənzil satılır. Otaqların girişi ayrı-ayrıdır, mənzil orta blokda yerləşir, 2 eyvanı vardır.",53,"Nəriman Nərimanov parkı 
"," Nəriman Nərimanov m.
"," Rəssamlıq Akademiyası 
"," Nərimanov r.
",,
1926669,2021-02-24,Yeni tikili,16 / 16,97 m²,2,var,150 000AZN,vasitəçi (agent),"Şəhərin mərkəzində, 6-cı paraleldə, Araz marketlə üzbə-üz, yeni tikilmiş binada, 2 otaqlı, 97kv, tam təmirli, əşyalı mənzil satılır. Mənzil yelçəkəndir, 2 sanuzel və 2 eyvanı var. Ev bütünlüklə isti döşəmədən ibarətdir. Blokda mənzilə aid dolab da mövcuddur. Mənzil 16cı mərtəbədədir, mənzilədək lift qalxır. Kupça var, ipotekaya yararlıdır. 
Qiymət 150 min(qiymətə əşyalar daxildir)",6,"Dövlət Statistika Komitəsi 
"," İncəsənət və Mədəniyyət Un. 
"," Yasamal r.
",,,
1929420,2021-02-24,Yeni tikili,5 / 7,218 m²,5,yoxdur,359 000AZN,vasitəçi (agent),"Aq sherde Qarabaq Atlari adlanan erazide cox gozel menzeresi olan 5 otaqli menzil satilir. 7/5 mertebesi, 5 otaqli, sahesi-218 kv, menzildir.Qarabaq Atlarina birbawa baxiwi var. 1 kv-1650 AZN.Ərazini qərb və şərq hissəsinə ayıran Mərkəzi küçənin ortasında yerləşən zərif heykəltəraşlıq nümunələri ilə bəzədilmiş meydan bu rayonun qəlbi olacaqdır.
Kompleksin əlverişli nöqtədə yerləşməsi Babək prospektinə rahat keçidi təmin edərək oradan eynilə həm şəhərin tarixi mərkəzinə, həm də Heydər Əliyev beynəlxalq hava limanına getməyi asanlaşdırır. Babək rayonunun şimal hissəsində – Babək prospekti boyunca 4 çıxışı olan yeni metro stansiyası planlaşdırılıb.
Qonşuluqda layihələndirilmiş orta məktəblər, parklar, müasir biznes və ticarət mərkəzləri  yaşayış kompleksini yaşamaq üçün ən rahat və cəlbedici yerlərdən birinə çevirir.
Продается 5-комнатная квартира с очень красивым видом в районе Карабахские Лошади в Белом Льве. Это 7/5 этаж, 5-комнатная, под открытым небом 218 кв.м. Площадь в центре Центральной улицы, разделяющая территорию на западную и восточную части, станет сердцем этого района. , украшенный ажурными скульптурами.Удобное расположение комплекса обеспечивает удобный доступ к проспекту Бабека, что позволяет легко добраться как до исторического центра города, так и до Международного аэропорта Гейдар Алиев. Новая станция метро с 4 выходами планируется в северной части Бабекского района - вдоль проспекта Бабека.Спроектированные по соседству средние школы, парки, современные деловые и торговые центры делают жилой комплекс одним из самых комфортных и привлекательных мест для проживания.",33,"Ağ şəhər 
"," Xətai r.
",,,,
1929418,2021-02-24,Yeni tikili,4 / 5,83 m²,3,var,93 000AZN,mülkiyyətçi,"Ev öz evimdir . 3 Otaqlı yeni təmirdən çıxmış evdi . Suyu ,İşığı , İstilik sistemi daimi var. Evdə Kombi sistemi üçün xətlər də quraşdırılıb . Aristonu var daimi isti suyu olur. Vasitəçilər kimisə tapsa  ev alınsa 1 faiz veriləcək . Qapılar yenidir . Yer taxtadandır .  Barter mümkündür . Əhmədlidə Şıxlinski küşçəsində 3 otaqlı ev ilə( Temirsiz də olar).",12,"Abşeron r.
"," Masazır q.
",,,,
1928298,2021-02-24,Yeni tikili,6 / 16,88 m²,3,var,115 000AZN,vasitəçi (agent),"TECILI SATILIR!!!  7-Ci, Mikrarayon, Heyat Klinikasinin yaninda yerlesen, Yeni tikili 16-mertebeli Binanin 6-ci mertebesinde 88 kv, 2-den 3-e cevrilme, ela Temirli Menzil Satilir. Qazi,Suyu,Isigi.Daimidir, Istilik sistemi Kombi dir. Binanin yaxinliginda Super Marketler, Ailevi restoranlar, iase obyektleri yerlesir. Bir sozle yasamaq ucun tam ideal Menzildir. KUPCA var Ipoteka ya yararlidir. Ofis xidmet haqqi 1%",57,"Binəqədi r.
"," 7-ci mikrorayon q.
",,,,
1929416,2021-02-24,Yeni tikili,14 / 18,122 m²,3,var,144 000AZN,vasitəçi (agent),"Bizim Marketlə üzbəüz. Metrodan 2-ci astanovka. Geniş həyət,parkına.Hər bir şəraiti var. Bahalı təmir. Kupçalı evdir.Xidmət haqqı 1-faiz. ",26,"İnşaatçılar m.
"," Yasamal r.
"," Yeni Yasamal q.
",,,
1928311,2021-02-24,Yeni tikili,13 / 17,61 m²,2,var,107 000AZN,vasitəçi (agent),"7 mkr.,Dərnəgül metrosuna yaxın 200 metr araliğında yeni tikili 17 mərtəbəli binanın 13-cü mərtəbəsində sahəsi 61 kv.m olan 1 otaq 2 otaqlıya düzəlmiş mənzil satılır. Təmirdən sonra yaşayış olmayıb.Döşəməsi parket.İstilik sistemi kombidir. Geniş həyəti, uşaq meydançası və yeraltı qaraji var..Ətraf park yaşıllıq. Hər yer isti pol ,pultla İmergasın kombisi bahalı qapı və aksesuarları quraşdırılıb. Bütün mərtəbələr keramoqranit.cənuba baxan işıqlı mənzildi.",48,"Binəqədi r.
"," 7-ci mikrorayon q.
",,,,
1929414,2021-02-24,Köhnə tikili,2 / 5,70 m²,3,var,110 000AZN,vasitəçi (agent),"Həzi Aslanov metrosunun yaxınlığında, 71№li ATS-in yanı,  Məhəmməd  Hadi küçəsində yerləşən köhnə tikili 5 mərtəbəli binanın 2-ci mərtəbəsində sahəsi 70 kv.m 3 otaqlı mənzil satılır. Bina Həzi Aslanov metrosuna 5 dəqiqəlik  məsafədə yerləşir. Mənzilin otaqları yelçəkəndir. Təmirində keyfiyyətli məhsullardan istifadə edilmişdir.  Binada qaz, su, işıq daimidir. İstilik sistemi mərkəzidir. Mənzil əşyaları ilə birlikdə satılır. Kupça var.",17,"Ukrayna dairəsi 
"," Həzi Aslanov m.
"," Xətai r.
"," Həzi Aslanov q.
",,
1929413,2021-02-24,Yeni tikili,12 / 16,73 m²,3,var,130 000AZN,vasitəçi (agent),salam menzil satilir musabeyov parkinin yani 2 otaqdan 3 otaqa duzelme menzil elave melmat ucun elaqe saxlaya bilersiz,56,"Elmlər Akademiyası m.
"," Yasamal r.
",,,,
1929410,2021-02-24,Yeni tikili,8 / 16,45 m²,2,var,103 000AZN,vasitəçi (agent),"Tecili satilir !! Kupcalidir !! IPOTEKADADIR !!
Esyali satilir !!

20 Yanvar metrosunun yaxinliginda, Melisa park yasayis kompleksinde 1 otagdan 2 ye duzelme , 43 kv,  esyali, gozel temirli menzil satilir. Binada qaz, isiq su daimidir. Istilik sistemi kombidir. menzil 16 nin 8 de yerlesir.
Komissiya haqqi 1 faiz",19,"20 Yanvar m.
"," Yasamal r.
"," Yasamal q.
",,,
1929411,2021-02-24,Yeni tikili,4 / 11,134 m²,3,var,175 000AZN,mülkiyyətçi,"Təcili satılır. Xalqlar Dostluğunda, Sərhədçi İdman Kompleksinin arxasında, 11 mərtəbəli binanın 4cü mərtəbəsində, yeni tikili daş binada, təmirli, kupçalı mənzil. Qiymət 175,000 Azn. Özüm satıram. ",52,"Xalqlar Dostluğu m.
"," Xətai r.
",,,,
1929377,2021-02-24,Yeni tikili,3 / 15,115 m²,2,var,170 000AZN,vasitəçi (agent),"Xetaide Bravo markete piyada 2 deqiqelik Ag sheher bulvarina ve Megafuna piyada 10 deqiqelik Xetai metrosuna piyada 10 deqiqelik mesafede yerleshen binada 2 otaqli menzil satiliq. Menzili 3 otaga tamamile duzeltmek olar. Eshyali 175000 azn. Butun otaglar genishdir. Qaz, su ve ishig daimidir. Iki yuksek suretli lifti var. Binada iki mertebeli parking movcuddur. Ushaglar ucun stadion ve eylence parki binanin heyetinde vardir. Elani ozum yerleshdirmishem. Ciddi olmayan insanlar narahat etmesin. Evin cixarishi var.",16,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
1929407,2021-02-24,Yeni tikili,7 / 9,110 m²,4,var,152 000AZN,vasitəçi (agent),Cox cox Tecili:... Kupcali Ipotekaya yararli:Yasamal r..yasamal pakinin yaninda Lelinqrad layiheli 9 mertebeli binanin 7 cu mertebesinde radnoy 4 otaq temirli menzil satilir Binada qaz isiq su daimidir sened kupca istilik merkezi var. real aliciya endirim olacaq binanin yaxinliinda baxca mekdeb super market istirahet zonasi yerlesir binain genis heyeti usaglarin heyetde oynmagi ucun rahat serait cox gozel bir menzildi kupca var ipatekaya yararlidir real aliciya endirim olunacag xais olunur real alicilar elaqe saxlasin xidmet haqqi 1% teskil edir,52,"İnşaatçılar m.
"," Yasamal r.
",,,,
1929406,2021-02-24,Yeni tikili,14 / 16,62 m²,2,var,58 000AZN,mülkiyyətçi,Tacili xirdalanda heyder parkin duz qarsisinda tek bloklu ela panaramasi olan menzil satisa cixdi.binada 24 saat muhafize sistemi yer alti qaraji damafon 2 luks lift generator ilin dord fesli isleyir.isig sondu sohbeti yoxdur binada.yalniz real alici elaqe saxlasin.evin sahibiyem alan adanin birbasa adina aformut edecem.alverci makler calaqci narat etmesin,23,"Xırdalan
",,,,,
1929405,2021-02-24,Köhnə tikili,3 / 6,80 m²,3,var,352 000AZN,vasitəçi (agent),"TECILI !!! DIQQET !!!! EKSKLYUZIV TEKLIF !!!! TORQOVAYA VE DENIZKENARI BULVARA (rukoy podat)
-Duz BULVARIN 20 metrliyinde, Semed Vurqun kucesinin bashlanciqinda, Muzeyin arxasinda 6 mertebeli super antik, LIFTli binada, 3-cu mertebesinde 3 otaqli super temirli ve super aksesuarli menzil satilir
- Bina liftlidir
-Menzil skvaznoydur
-Ela temirlidir, xususi zovqle, dizaynla yiqilib, butun goruntuler bir- birini tamamlayr.,
- Samed Vurquna baxan balkonu bar
- Bina QORUNAN binalar siyahisindadir
- Qiymet bezi mebellerle birlikde satilmasi kimi nezerde tutulub, Antiq suvenir, shexsi eshyalar ve PIANO goturulecek !!!!!!
-Menzil Shekilde gorunduyunden daha da YAXShIDIR !!!!!
-Istilik sistemi KOMBIDIR,.4 eded FIRMENNIY kondiosener var, metlaq doshemelerde ISTI poldur !!!!!
-Qalan melumat zengden sonra
- Vasiteci Firmanin xidmet haqqi yaddan cixmasin !!!!!",40,"Xalça Muzeyi 
"," Sahil m.
"," Sahil bağı 
"," Malokan bağı 
"," Fontanlar bağı 
"," Səbail r.
"
1929404,2021-02-24,Köhnə tikili,5 / 5,85 m²,3,var,100 000AZN,vasitəçi (agent),Ziya bünyadov da 3 otaq artırmaqla 4 otaq olunub əla təmirli qaz su ishiq daimidir daş binadır çox təcili satılır svaznoy evdir,22,"Ayna Sultanova heykəli 
"," Nərimanov r.
",,,,
1929403,2021-02-24,Yeni tikili,5 / 22,192 m²,4,var,500 000AZN,vasitəçi (agent),"• TƏCİLİ !!! Nəsimi rayonu, 28 May metrosu, “Milli Bank”ın yanında, Yeni tikili binada 4 otaqlı ( 4 otaqdan – 3 otağa düzəlib ), ümumi sahəsi 192 kv/m, əla təmirli mənzil satılır. Mənzil 22 mərtəbəli binanın, 5-ci mərtəbəsində yerləşir. Mənzilə gözəl dizayn verilərək, təmirində yüksək keyfiyyətli materiallardan istifadə edilmişdir. Mənzilin döşəməsi palıd parket, isti pol, ispaniya keramikası, 2 s/q ( biri yataq otağında ), qaz, su, işıq, istilik sistemi “Kombi” daimidir. Binanın mərmər bloku, geniş və sakit həyəti, mühafizə sistemi, təhlükəsiz giriş-çıxış, 7/24 saat mühafizə olunan həyəti, kamera nəzarəti, parking, yeraltı qaraj, yaxınlığında bütün infrastruktur mövcuddur ( market, restoran, kafe, aptek, klinika, məktəb, uşaq bağçası, bank filialları, fərqli dükanlar, avtobus dayanacağı və.s ). Sənədləri tam qaydasındadır ÇIXARIŞ ( KUPÇA ). Əlavə məlumat üçün zəng edin!",62,"Neft Akademiyası 
"," Bakı Musiqi Akademiyası 
"," Milli Konservatoriya 
"," 28 May m.
"," Nizami kinoteatrı 
"," Nəsimi r.
"
1929401,2021-02-24,Köhnə tikili,7 / 9,40 m²,2,var,64 000AZN,vasitəçi (agent),Yasamal rayonu Yeni Yasamal qesebesi (köhne etciler deyilen erazide)9mertebeli binanın 7ci mertebesinde 1otaq 2ye düzelme ela temirli cıxarışlı menzil satılır.,20,"Yasamal r.
"," Yeni Yasamal q.
",,,,
1929400,2021-02-24,Yeni tikili,13 / 13,41 m²,2,var,42 000AZN,vasitəçi (agent),"Abşeron rayonu, Xırdalan şəhəri, Kristal Abşeron-1 yaşayış kompleksində, yeni tikili, 13 mərtəbəli binanın 13-cü mərtəbəsində (lift qalxır) , ümumi sahəsi 41 kv/m olan, 2 otaqlı studio tipli, yaxşı təmirli mənzil satılır. Əşyalardan mətbəx mebeli və kombi qalır. Qaz,su,işıq daimidir, istilik sistemi kombidir. Binada 2 sigma lift, yeraltı parking və 7/24 kamera mühafizə sistemi mövcuddur. Bina infrastruktur cəhətdən çox əlverişli ərazidə yerləşir. Sənədi müqavilədir, alqı-satqı zamanı alıcının adına kupça veriləcək. Mənzildən eyni zamanda yatırım kimi də istifadə edə bilərsiniz, kirayə vermək üçün sərfəlidir.Qiymət 42.000 AZN.
",51,"Xırdalan
",,,,,
1928812,2021-02-24,Yeni tikili,16 / 18,100 m²,3,var,150 000AZN,vasitəçi (agent),Nizami rayonu Nazli sadlix sarayina yaxin 18 mertebeli binanin 16 ci mertebesi 3otaq 100kv temirli ve kupcali  ev satilir ,21,"Nizami r.
"," 8-ci kilometr q.
",,,,
1929399,2021-02-24,Köhnə tikili,4 / 5,38 m²,1,var,58 000AZN,vasitəçi (agent),Cox tecili satilir...Insatcilar metrosunun yaninda 5 mertebeli binanin 4 cu mertebesinde yaxwi temirli 1 otaqli menzil satilir.Binada qaz su iwiq daimidir.Yaninda mekteb baxca var  xaiw olunur ciddi wexsler elaqe saxlasin...Ofis haqqi 1%,59,"İnşaatçılar m.
"," Yasamal r.
",,,,
1929398,2021-02-24,Köhnə tikili,2 / 9,80 m²,2,var,82 000AZN,vasitəçi (agent),"DƏYƏRİNDƏN ÇOX UCUZ!!! ƏLDƏN QAÇIRILMAYACAQ TƏKLİF!!! Bakı şəhəri Xətai rayonu Həzi aslanov metrosu yaxınlığı Cavanşir kücəsində Leninqrad layihəli 9 mərtəbəli binanin 6ci mərtəbəsinde mənzil satılır. Bina Həzi Aslanov metrosuna yaxindir. Mənzil 2 otaglı və tam təmirlidir. Təmirdən sonra yaşayış olmayib. Bina qaz, su, isiq ilə tam təmin olunub. İstilik sistemi mərkəzləşdirilmişdir. Bina infrastruktur cəhətdən əlverişli yerdə yerləşir. Bina yaxınlığında məktəb, bagça, aptek ve ticari abyektlər var. Qeydiyyatda heckim yoxdur. Bütün sənədləri qaydasindadir ve kupca ile verilir. Son qiymət 82000 Azn. Xidmət haqqi 1%.
",29,"Koala parkı 
"," Nəsimi bazarı 
"," Dostluq kinoteatrı 
"," Zoopark 
"," Xətai r.
"," Həzi Aslanov q.
"
1929034,2021-02-24,Köhnə tikili,8 / 9,82 m²,4,var,119 000AZN,mülkiyyətçi,Evdə istənilən şərait var. Qaz su işıq daimidir. telefon və internet xətti var. istilik sistemi var,53,"Yasamal r.
"," Yeni Yasamal q.
",,,,
1929388,2021-02-24,Yeni tikili,18 / 18,181 m²,4,var,1 300 000AZN,vasitəçi (agent),"Предложение для солидных клиентов. Предлагаю Вашему вниманию 4-х комнатные апартаменты, в размере 181 кв.м., с из всех существующих окнах видом на МОРЕ в престижном комплексе PARK AZURE. После ремонта не кто не жил. В этом престижном комплексе PARK AZURE с таким видом на море квартиры нет. Он один единственный квартира в комплексе РАRK AZURE со всех окнах прямой вид на море.
Документы в порядке, в прописке никого нет .
PARK AZURE является одним из престижных комплексов, находящимся в благоприятном районе города Баку. Комплекс вмещает в себя круглосуточную охрану , детскую площадку , ресторан-кафе , фитнес клуб , бассейн , хаускипинг сервис.
ЦЕНА: 1.300.000 АЗН

Özəl təklif . Sizin nəzərinizə çatdırırq ki , 4 otaqlı mənzil , şəhərin ən yüksək səviyyəli
Park Azure binasında yerləşir. Sahəsi 181 kv.m., 4 otağın pəncərələri dənizə görüntülüdür .Təmirdən sonra yaşayış olmayıb.AZUR PARKE Bu cür dənizə mənzərəsi olan mənzil YOXDUR , Sənədləri qaydasında , qeydiyyatda heç kəs yoxdur.
Park Azure kompleksi ,şəhərin ən əlverişli yerdə yerləşir . Komleksə daxildir : 24 saat mühafizə, uşaq meydançası, restoran-kafe, idman zalı, hovuz , yeraltı dayanacaq , təmizlik xidməti .
QİYMƏT: 1.300.000 AZN",20,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
1929387,2021-02-24,Yeni tikili,16 / 17,92 m²,2,var,128 000AZN,vasitəçi (agent),"TECILI SATILIR !!! Xetai metrosunun yaninda yeni tikilmis 17 mertebeli binanin 16-ci mertebesinde 2 otaqli temirsiz (podmayak) menzil satilir . Bina yasayisli ve QAZLI+KUPCALI-dir . Genis usaq meydancasi , yeralti ve yerustu avto dayanacagi , 24 saat muhafize xidmeti var . Etrafli melumat ucun elaqe saxlaya bilersiniz .",41,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
1929382,2021-02-24,Köhnə tikili,2 / 9,45 m²,1,var,62 000AZN,vasitəçi (agent),"ÇOX UCUZ!!! ƏLDƏN QAÇIRILMAYACAQ TƏKLİF!!! 
Bakı şəhəri Xətai rayonu Həzi aslanov metrosu yaxınlığı Cavanşir kücəsində Leninqrad layihəli 9 mərtəbəli binanin 2ci mərtəbəsinde mənzil satılır. Bina Həzi Aslanov metrosuna yaxindir. DƏYƏRİNDƏN Mənzil 1 otaglı (45kv/m dir) və tam təmirlidir. Təmirdən sonra yaşayış olmayib. Bina qaz, su, işıq ilə tam təmin olunub. İstilik sistemi mərkəzləşdirilmişdir.Pol laminatdi hamamın qarşısı və kuxna metlaxdı. Evi Türk ustalari işləyib,elektrika sistemi cox keyfiyyətli təmir olunub. 26 ədəd vkluçater razetka, 9 ədəd avtomat qurulub.Bina infrastruktur cəhətdən əlverişli yerdə yerləşir. Bina yaxınlığında məktəb, uşaq bagçası, aptek ve ticari abyektlər var. Qeydiyyatda heckim yoxdur. Bütün sənədləri qaydasindadir ve sənəd çıxarış.kubça verilir. Son qiymət 62000 Azn. Xidmət haqqi 1%
",32,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
1929380,2021-02-24,Yeni tikili,5 / 16,180 m²,4,var,260 000AZN,vasitəçi (agent),TƏCİLİ SATILIR !!! Xətai metrosunun yanında yeni tikilmiş 16 mertebeli binanın 5-ci mertebesinde 4 otaqlı təmirsiz (podmayak) menzil satılır . Bina tam yaşayışlı ve QAZLI+KUPÇALI-dır . Ətraflı məlumat üçün əlaqə saxlaya bilərsiniz .,36,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
1929379,2021-02-24,Köhnə tikili,2 / 9,72 m²,3,var,77 000AZN,mülkiyyətçi,"Qaz
İşıq
Seyf qapı
Gidrafor
Plastik pəncərələr
İnternet
Su çəni
Mətbəx mebeli
Kombi
Ev telefonu
Kondisioner
Dəhliz mebeli",24,"Sumqayıt
",,,,,
1929378,2021-02-24,Yeni tikili,8 / 17,128 m²,3,var,230 000AZN,vasitəçi (agent),"TECILI !!! Xetai metrosunun yaninda yeni tikilmis 17 mertebeli binanin 8-ci mertebesinde 3 otaqli yaxsi temirli menzil satilir . Genis usaq meydancasi , yeralti ve yerustu avto dayanacagi , 24 saat muhafize xidmeti var . Bina tam yasayisli ve QAZLI+KUPCALI-dir . Etrafli melumat ucun elaqe saxlaya bilersiniz .",35,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
