id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1948869,2021-03-06,Yeni tikili,9 / 17,52 m²,1,var,76 000AZN,mülkiyyətçi,"1 otaq-2otağa düzəld., qaz, işıq, su daimi, çıxarış, orta təmir",29,"Xətai r.
",,,,
1948868,2021-03-06,Yeni tikili,6 / 17,174 m²,4,yoxdur,225 000AZN,mülkiyyətçi,"Xətai r-n General Şixlinski kuc. Mir Tagi məscidin yani.Şəhərə-Dənizə ponaraması var
Yeni tikili 17 mərtəbəli binanın 6-ci mərtəbəsində 4 otaqlı 174 kv/m sahəsi olan mənzil satılır. 2 mənzilin birləşməsidi (3+1)
Binada KUPCA var! İpotekaya yararlidi!
Mənzil yüksək səviyyədə və bahalı materiallardan təmir olunmuşhdur.
Real alıcıya endirim ediləcək.",52,"Xətai r.
",,,,
1948864,2021-03-06,Yeni tikili,6 / 18,50 m²,2,var,79 000AZN,vasitəçi (agent),"COOOX COOX TECILI ! KUPCA + QAZ Bineqedi rayonu 9mkr Nesimi metrosu Mir Celal kucesinde 18/6  mertebesinde 1 otaqdan 2 otaga duzelme menzil tecili satilir. Menzil SUPER temirlidir. Istilik sistemi movcuddur. Bina cox rahat ve elverisli yerde yerlesir. Binanin etrafinda mekteb, bagca, supermarket ve diger lazimi infrastruktur var. Qazi suyu, isigi daimidir. Butun senedleri qaydasindadir. Real aliciya ENDIRIM olacaq tecili satilir.Ofis haqqi 1%",26,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,
1948863,2021-03-06,Yeni tikili,10 / 20,115 m²,3,var,285 000AZN,vasitəçi (agent),Xətai Metrosu Park azure qaz kupça 20/10m 3otaq 115kv əşya daxil. Qiymət 285000 azn,36,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,
1948859,2021-03-06,Yeni tikili,12 / 17,105 m²,3,var,120 000AZN,vasitəçi (agent),Tecili satilir!!!!!super temirli qaz su isiq daimidir istilik konbidir insatcilar metrosuna 3deq mesafe var avtobus dayanacagi binanin qarsisindadi menzil esyali ve esyasiz satilir qiymetde danisiq yeri var.Ipatekaya yararlidi,36,"Yasamal r.
"," Yeni Yasamal q.
",,,
1948857,2021-03-06,Yeni tikili,7 / 19,67 m²,2,var,85 000AZN,mülkiyyətçi,"Razində Akkordun binasında 2 otaqlı 67 kv yeni super temir olunmuş çıxarışı ev satılır. qaz,su işıq daimidir.binada 3 lift var.əlavə məlumat üçün bu nömrə ılə əlaqə saxlaya bilərsiniz",41,"Sabunçu r.
"," Bakıxanov q.
",,,
1948856,2021-03-06,Köhnə tikili,4 / 9,103 m²,3,var,142 000AZN,mülkiyyətçi,"MVD Hospitalın yanındaki binadı. Evin yanında her bir şey var ! Mekteb, dükkanlar, hotel, klinika.Atatürk parkın yanında yerleşir ev. Blok 4 , mertebe 4 ! Bina en son liftlerle temin olunub .KUPÇA VAR, her bir senedleri var!  TECİLİ SATILIR ! 142.000 azn . ",58,"Ayna Sultanova heykəli 
"," Nərimanov r.
",,,
1948854,2021-03-06,Yeni tikili,11 / 15,96 m²,2,var,143 000AZN,vasitəçi (agent),"• Səbail rayonu, Badamdar qəsəbəsi, Bazarstore market yaxınlığında, yerləşən yeni tikilmiş tam yaşayışlı səviyyəli binada , 2 otaqlı mənzil satılır.ümumi sahəsi 96 kv.m. ƏLA təmir, işıqlı otaqlar, təmiz auralı mənzil, mətbəx, mənzildə QAZ və ÇIXARIŞ var. döşəmə keyfiyyətli parket, DƏNİZƏ panorama. 24 saat mühafizəli həyəti, yeraltı dayanacaq, yaxşı inkişaf etmiş infrastruktura – yaxınlığında , supermarket, orta məktəb, avtobus dayanacağı.
• ЛУЧШЕЕ ПРЕДЛОЖЕНИЕ ! РЕКОМЕНДУЕМЫЕ ПОЛНОСТЬЮ ЗАСЕЛЕННОЕ ГАЗИФИЦИРОВАННОЕ ЗДАНИЕ С КУПЧЕЙ ! ПРЕКРАСНОЕ ПАНОРАМА НА МОРЕ !
• В Сабаильском районе, в посёлке Бадамдар , около маркет *Bazarstore*, в жилом здании , продается 2-х комнатная квартира. Общая площадь 96 кв.м. Отличный ремонт, отличная планировка, пол паркет . Круглосуточное водоснабжение (горячая, холодная вода). Чистые подъезды. Cистема видео-наблюдения вестибюля. Место для парковки, развитая инфраструктура . Удобные подъездные пути. Закрытый двор. Круглосуточно охраняемая территория. Сейфовые двери с контролем доступа. Домофон. Респектабельные соседи. Просторные, скоростные лифты . Свободная планировка. Соседи очень культурные городские люди. Вода, свет постоянно . Рядом торговые развлекательные центры шаг доступности и т.д
",46,"Səbail r.
"," Badamdar q.
",,,
1948853,2021-03-06,Yeni tikili,10 / 16,100 m²,2,var,190 000AZN,vasitəçi (agent),"______ SATILIR ______
Musabeyov parkin yani. YENI tikili bina. 16 mertebinin 10 cu mertbesi. Sahesi 100 kv. Menzil 2 otaqdi. Qaz kupca var. Qonaq otagindan basqa butun mebeller qiymete daxildir. Pencereler vitrajdi. Menzilin genis balkonu var.
.
Qiymet 190.000 azn",43,"Elmlər Akademiyası m.
"," Hüseyn Cavid parkı 
"," Yasamal r.
",,
1948838,2021-03-06,Köhnə tikili,7 / 9,80 m²,3,var,130 000AZN,mülkiyyətçi,"Binəqədi rayonu, Eldar Babayev küçəsi 18 də yerləşən tam təmirli daş binada 3 otaqlı mənzil satılır. 9 Mərtəbənin 7-ci mərtəbəsində yerləşir. Qaz, su, işıq, daimidir. Kombi sistemi, 2 tonluq su çəni var. Döşəməsi parketdir. Mənzilin otaqları geniş və işıqlıdır. Ətrafında Bazarstore, müxtəlif ticarət və iaşə obyektləri yerləşir.",54,"Binəqədi r.
"," Xutor q.
",,,
